,BSE Buy QTY,BSE Open,BSE Prev Close,BSE Price,BSE Sell QTY,BSE Vol,BSE Vol 10,BSE Vol 30,BSE Vol 5,NSE Open,NSE Prev Close,NSE Price,NSE Vol,NSE Vol 10,NSE Vol 30,NSE Vol 5,Senti Buy,Senti Hold,Senti Recommend,Senti Sell,Stock Name,Stock Sector
246,3.65 L,23.80,21.70,22.00,14.78 L,"9,422,647","8,199,705","9,262,293","8,814,180",23.50,21.70,22.05,"160,921,705","70,738,743","81,888,842","79,210,214",86%,6%,86% buying,8%,Jaiprakash Associates Ltd.,INFRASTRUCTURE - GENERAL
247,12.3 K,328.75,324.20,326.95,8048,"11,434","11,926","26,841","11,352",327.00,326.15,325.60,"35,070","72,120","133,224","86,917",67%,,,33%,JB Chemicals and Pharmaceuticals Ltd.,PHARMACEUTICALS
248,12.93 K,203.40,203.70,203.00,5588,"5,189","30,338","28,747","17,379",203.90,203.30,203.50,"26,296","137,870","180,590","91,683",40%,,,60%,JBF Industries Ltd.,TEXTILES - MANMADE
249,72.76 K,798.00,793.45,785.25,94.66 K,"110,704","343,385","391,137","320,784",793.00,793.20,784.70,"935,184","3,621,671","4,449,502","3,263,658",70%,3%,70% buying,27%,Jet Airways Ltd.,TRANSPORT & LOGISTICS
250,21.79 K,209.65,208.20,203.75,48.61 K,"21,541","135,619","104,423","61,543",209.70,208.60,203.30,"330,168","572,825","532,860","408,266",92%,,,,Jindal Stainless (Hisar) Ltd.,STEEL - LARGE
251,11.51 K,383.00,383.00,381.95,9462,"10,526","25,487","21,921","16,085",383.80,381.85,381.30,"63,792","165,110","138,237","97,845",75%,,,25%,Jindal Poly Films Ltd.,PACKAGING
252,69.33 K,158.10,157.45,167.65,52.22 K,"451,178","574,409","439,577","504,329",157.90,157.75,167.90,"3,595,457","3,121,593","2,676,368","2,653,496",10%,,,90%,Jindal Saw Ltd.,STEEL - TUBES & PIPES
253,3.11 L,266.90,264.00,263.20,3.33 L,"631,045","2,044,010","1,352,533","1,712,565",263.70,264.15,263.15,"4,595,955","20,611,003","13,789,226","16,185,140",85%,5%,85% buying,10%,Jindal Steel & Power Ltd.,STEEL - SPONGE IRON
254,35.35 K,77.25,76.25,76.20,39.99 K,"7,124","59,049","56,721","75,475",76.85,76.15,76.50,"121,571","483,959","452,819","627,534",60%,,,,Jammu and Kashmir Bank Ltd.,BANKS - PRIVATE SECTOR
255,11.09 K,440.00,433.50,430.70,5933,"2,309","12,748","12,004","7,088",433.05,433.65,431.50,"16,804","88,674","95,009","131,043",100%,,,,JK Lakshmi Cement Ltd.,CEMENT - MAJOR
256,59.18 K,180.20,179.50,179.10,66.33 K,"177,354","535,220","327,122","448,329",180.10,179.70,178.95,"631,048","3,195,979","2,053,129","2,421,269",67%,13%,67% buying,20%,JK Tyre and Industries Ltd.,TYRES
257,30 K,168.10,166.90,164.20,50.69 K,"135,718","250,845","213,680","264,315",167.50,166.95,164.15,"2,958,680","1,425,410","1,183,470","1,375,868",68%,18%,68% buying,14%,JM Financial Ltd.,FINANCE - INVESTMENTS
258,3456,2662.70,2681.55,2662.65,1231,115,484,600,416,2648.05,2687.85,2660.00,704,"10,351","8,888","10,889",33%,,,67%,Johnson Controls -Hitachi Air Conditioning India Ltd.,CONSUMER GOODS - WHITE GOODS
259,5.24 L,92.05,91.65,89.45,5.81 L,"748,650","1,769,568","1,460,368","2,236,617",91.70,91.70,89.45,"3,823,211","9,389,046","9,490,543","9,305,758",87%,,,13%,JSW Energy Ltd.,POWER - GENERATION & DISTRIBUTION
260,1.65 L,283.00,282.25,278.00,1.79 L,"40,316","340,756","259,548","192,227",283.00,282.10,277.75,"1,267,861","3,629,713","3,183,047","4,340,764",83%,,,17%,JSW Steel Ltd.,STEEL - LARGE
261,39.39 K,2151.00,2091.55,2266.00,7345,"332,601","80,288","53,723","129,858",2155.00,2093.30,2271.10,"5,047,695","1,132,223","814,400","1,714,759",44%,5%,51% selling,51%,Jubilant Foodworks Ltd.,MISCELLANEOUS
262,16.51 K,887.85,879.30,894.45,21.85 K,"83,770","231,550","109,075","362,225",884.35,879.95,894.00,"716,274","1,788,856","875,795","2,804,986",86%,,,14%,Jubilant Life Sciences Ltd.,PHARMACEUTICALS
263,91.24 K,560.00,555.20,586.15,50.62 K,"766,264","647,911","377,644","864,642",558.90,556.65,586.90,"5,604,488","5,324,077","3,438,155","6,427,969",75%,5%,75% buying,20%,Just Dial Ltd.,MISCELLANEOUS
264,16.23 K,377.00,375.55,373.00,8243,"2,765","59,874","29,968","25,171",377.90,375.45,371.95,"579,302","284,053","208,349","452,905",100%,,,,Jyothy Laboratories Ltd.,PERSONAL CARE
265,52.22 K,718.20,715.70,708.40,51.24 K,"5,613","16,039","16,575","10,047",714.00,717.30,708.05,"44,949","179,813","246,702","121,229",67%,,,33%,Kajaria Ceramics Ltd.,CERAMICS & GRANITE
266,12.66 K,474.80,466.60,478.00,8205,"4,745","28,603","19,300","41,494",470.00,468.25,478.10,"36,733","119,155","131,769","104,516",87%,,,13%,Kalpataru Power Transmission Ltd.,POWER - TRANSMISSION & EQUIPMENT
267,11.48 K,527.60,527.60,507.50,6216,"14,846","8,823","19,060","11,261",528.80,526.75,508.00,"130,188","152,691","190,481","212,755",91%,,,9%,Kansai Nerolac Paints Ltd.,PAINTS & VARNISHES
268,2.33 L,161.40,158.70,159.05,2.66 L,"177,025","599,522","351,116","737,909",159.00,158.85,159.10,"1,735,020","6,231,699","3,247,262","7,015,212",74%,7%,74% buying,19%,Karnataka Bank Ltd.,BANKS - PRIVATE SECTOR
269,1.78 L,510.00,510.30,523.00,78.2 K,"40,184","54,365","40,178","58,702",510.75,510.60,522.00,"346,959","426,862","456,077","378,771",62%,,,38%,Kaveri Seed Company Ltd.,MISCELLANEOUS
270,16.23 K,359.95,359.90,358.45,15.79 K,"31,609","214,463","154,326","57,323",361.00,359.80,359.00,"132,302","574,972","753,286","467,265",100%,,,,KEC International Ltd.,POWER - TRANSMISSION & EQUIPMENT
271,43.31 K,147.00,146.15,151.00,28.28 K,"79,477","334,459","254,213","187,341",146.75,145.75,151.05,"540,405","2,197,283","1,596,924","1,061,760",71%,15%,71% buying,14%,Kesoram Industries Ltd.,DIVERSIFIED
272,18.91 K,393.50,391.70,408.25,17.52 K,"477,669","4,824","9,523","7,514",391.00,391.70,408.25,"937,232","38,960","50,130","47,769",87%,,,13%,Kirloskar Oil Engines Ltd.,ENGINES
273,7657,298.75,297.95,300.60,7597,"1,012","11,878","11,477","7,398",296.10,298.20,300.00,"26,660","123,225","106,587","73,074",100%,,,,Kitex Garments Ltd.,TEXTILES - READYMADE APPARELS
274,56.42 K,1065.00,1059.95,1070.45,61.07 K,"32,709","151,105","343,338","256,775",1061.00,1060.55,1072.05,"1,886,307","2,232,358","1,991,599","2,845,110",57%,14%,57% buying,29%,Kotak Mahindra Bank Ltd.,BANKS - PRIVATE SECTOR
275,2.28 L,196.45,196.45,198.70,2.62 L,"131,823","276,897","215,225","256,042",196.50,196.65,198.50,"1,404,314","2,545,086","2,159,414","2,119,685",92%,,,,KPIT Technologies Ltd.,COMPUTERS - SOFTWARE MEDIUM & SMALL
276,7832,822.45,810.90,807.85,4660,777,"2,213","10,173","2,390",812.35,811.35,810.05,"17,090","26,084","40,308","15,668",67%,,,,KPR Mill Ltd.,TEXTILES - READYMADE APPARELS
277,8642,621.00,628.50,630.00,6704,"1,714","10,241","7,525","9,955",619.00,629.65,629.65,"46,628","195,032","112,584","121,668",100%,,,,KRBL Ltd.,FOOD PROCESSING
278,65.78 K,103.00,100.80,101.80,51.07 K,"87,338","223,781","308,759","221,153",101.00,100.95,101.70,"439,183","1,032,864","1,532,918","1,089,949",92%,,,8%,Kwality Ltd.,FOOD PROCESSING
279,2.8 L,172.35,172.20,176.55,2.94 L,"239,963","413,892","437,191","372,185",172.90,172.25,176.40,"4,328,108","5,066,964","4,848,476","4,803,168",88%,3%,88% buying,9%,L&T; Finance Holdings Ltd.,FINANCE - INVESTMENTS
280,6434,1115.00,1119.00,1119.95,10.74 K,"8,383","11,877","18,614","8,784",1125.95,1118.40,1120.00,"30,368","56,136","70,898","63,453",100%,,,,Larsen & Toubro Infotech Ltd.,COMPUTERS - SOFTWARE
281,7234,993.00,993.90,996.00,5782,"1,042","4,064","5,122","4,852",996.00,996.80,995.75,"11,250","28,315","35,628","37,599",90%,,,10%,L&T; Technology Services Ltd.,COMPUTERS - SOFTWARE MEDIUM & SMALL
282,8428,667.80,664.65,662.95,6053,"3,717","17,971","7,589","31,629",664.50,664.60,664.00,"28,751","113,124","52,062","216,259",100%,,,,La Opala RG Ltd.,GLASS & GLASS PRODUCTS
283,1128,6149.75,6105.80,6200.20,650,706,"2,393","1,836","1,425",6120.00,6116.90,6200.05,"4,277","4,901","5,719","4,381",100%,,,,Lakshmi Machine Works Ltd.,TEXTILES - MACHINERY
284,36.17 K,139.45,141.80,140.00,32.65 K,"118,267","139,056","186,674","148,284",140.95,141.65,140.20,"238,622","643,320","753,080","788,813",100%,,,,Lakshmi Vilas Bank Ltd.,BANKS - PRIVATE SECTOR
285,76.62 K,1370.55,1371.95,1375.00,65.37 K,"518,430","348,123","450,836","578,072",1289.20,1371.45,1376.25,"1,924,286","2,471,750","2,488,941","3,069,118",83%,5%,83% buying,12%,Larsen & Toubro Ltd.,INFRASTRUCTURE - GENERAL
286,7699,550.00,542.70,547.00,6664,"6,414","15,806","19,832","18,948",548.20,543.65,547.35,"49,574","100,263","134,793","133,075",100%,,,,Laurus Labs Ltd.,PHARMACEUTICALS
287,79.2 K,562.05,562.05,573.20,88.98 K,"99,308","154,167","126,032","173,512",561.70,562.00,573.40,"1,355,775","1,723,300","1,529,626","1,267,034",85%,,,15%,LIC Housing Finance Ltd.,FINANCE - HOUSING
288,9496,541.45,537.80,541.85,7310,"6,003","27,319","14,035","45,054",540.00,536.35,542.95,"69,974","64,142","60,036","57,763",100%,,,,Linde India Ltd.,CHEMICALS
289,46.42 K,923.00,923.00,930.50,50.47 K,"262,415","199,546","177,056","180,610",925.00,924.10,929.90,"676,046","1,603,782","1,897,297","1,343,763",88%,4%,88% buying,8%,Lupin Ltd.,PHARMACEUTICALS
290,74.75 K,765.95,763.90,758.80,79.49 K,"21,646","144,154","267,001","157,634",762.10,765.40,758.80,"494,550","1,968,275","3,580,115","2,099,055",86%,,,14%,Mahindra and Mahindra Ltd.,AUTO - CARS & JEEPS
291,84.9 K,469.30,469.30,484.00,83.79 K,"203,884","114,498","118,121","160,386",470.90,468.60,484.10,"1,204,594","1,231,673","1,451,431","1,457,280",63%,12%,63% buying,25%,Mahindra & Mahindra Financial Services Ltd.,FINANCE - LEASING & HIRE PURCHASE
292,24.65 K,174.00,174.00,173.00,9322,"2,575","25,660","16,190","26,966",176.50,174.70,172.90,"46,368","284,355","153,286","296,858",100%,,,,Magma Fincorp Ltd.,FINANCE - LEASING & HIRE PURCHASE
293,38.9 K,1052.95,1045.60,1051.55,39.95 K,"7,673","20,499","17,751","21,627",1050.00,1044.85,1051.15,"136,227","194,597","179,062","189,401",45%,10%,45% buying,45%,Mahanagar Gas Ltd.,REFINERIES
294,16.85 K,242.10,241.80,239.15,22.72 K,"9,583","53,587","254,592","36,722",241.90,240.85,239.50,"59,516","391,877","573,816","361,089",100%,,,,Mahindra CIE Automotive Ltd.,CASTINGS & FORGINGS
295,12.58 K,368.00,367.75,363.65,6246,"11,033","9,003","10,566","4,829",369.90,368.50,361.15,"19,944","85,803","76,442","47,448",60%,20%,60% buying,20%,Mahindra Holidays and Resorts India Ltd.,HOTELS
296,8235,531.45,529.70,523.50,7862,"2,542","26,060","10,089","38,756",526.00,529.65,522.60,"42,391","199,699","95,322","263,327",100%,,,,Mahindra Lifespace Developers Ltd.,CONSTRUCTION & CONTRACTING - CIVIL
297,3.53 L,121.00,119.75,120.35,4.15 L,"336,387","686,845","803,607","762,673",120.75,119.65,120.20,"3,799,513","6,654,036","8,327,243","7,295,802",82%,3%,82% buying,15%,Manappuram Finance Ltd.,FINANCE - LEASING & HIRE PURCHASE
298,7267,439.70,422.10,417.25,7030,"4,888","52,499","32,620","81,616",426.50,427.95,415.70,"81,642","101,830","253,017","106,387",80%,,,20%,Manpasand Beverages Ltd.,FOOD PROCESSING
299,1.39 L,314.00,313.90,313.35,1.54 L,"11,756","39,279","30,754","31,633",314.10,314.10,313.30,"273,142","952,983","833,281","834,700",50%,,,50%,Marico Ltd.,PERSONAL CARE
300,1.73 L,45.10,44.40,44.25,3.25 L,"358,850","2,469,236","1,327,664","1,577,472",44.75,44.40,44.20,"1,766,291","9,826,270","6,132,099","5,657,444",82%,12%,82% buying,6%,Marksans Pharma Ltd.,PHARMACEUTICALS
301,9477,9326.05,9321.35,9292.50,9730,"91,731","54,721","105,993","72,947",9349.00,9323.95,9285.00,"285,497","454,131","601,644","474,010",88%,2%,88% buying,10%,Maruti Suzuki India Ltd.,AUTO - CARS & JEEPS
302,65.48 K,548.00,548.30,548.55,60.79 K,"4,367","30,221","94,653","21,366",546.25,548.40,547.35,"249,711","521,849","659,249","505,150",50%,,,50%,Max Financial Services Ltd.,FINANCE - INVESTMENTS
303,29.11 K,115.00,117.45,118.05,9820,"3,756","39,443","43,812","23,242",116.00,117.25,118.35,"183,383","566,352","376,053","356,339",100%,,,,Max India Ltd.,MISCELLANEOUS
304,22.06 K,181.50,181.55,183.00,19.04 K,"25,351","57,994","66,909","54,126",180.75,180.65,182.65,"138,011","398,990","460,539","322,409",75%,,,,Mcleod Russel (India) Ltd.,PLANTATIONS - TEA & COFFEE
305,34.74 K,837.00,837.10,842.20,33.62 K,"35,475","79,877","60,864","106,229",837.00,836.60,843.30,"1,446,643","764,669","583,189","1,004,592",71%,23%,71% buying,6%,Multi Commodity Exchange of India Ltd.,MISCELLANEOUS
306,7841,1291.45,1296.90,1296.50,5988,"86,778","11,725","12,936","10,018",1301.00,1291.15,1297.95,"17,115","91,932","110,236","103,438",86%,,,,Minda Industries Ltd.,AUTO ANCILLARIES
307,79.6 K,702.00,701.70,752.65,11.52 K,"242,949","106,979","61,022","155,269",700.00,702.40,753.40,"4,523,311","1,631,484","1,078,921","2,205,189",22%,3%,75% selling,75%,Mindtree Ltd.,COMPUTERS - SOFTWARE
308,1.26 L,64.65,64.20,65.10,1.6 L,"346,220","419,441","518,374","347,800",64.85,64.20,64.90,"1,889,080","1,715,817","2,421,090","1,368,264",77%,14%,77% buying,9%,MMTC Ltd.,TRADING
309,31.06 K,240.60,239.05,244.20,29.84 K,"36,375","103,922","106,001","77,174",240.00,239.40,244.35,"323,082","786,503","799,183","582,151",100%,,,,MOIL Ltd.,MINING & MINERALS
310,2033,2601.30,2580.30,2600.60,382,744,"1,642",990,"1,151",2585.95,2594.45,2609.95,"4,249","11,615","8,482","6,669",100%,,,,Monsanto India Ltd.,PESTICIDES & AGRO CHEMICALS
311,97.95 K,384.00,381.50,383.35,1.03 L,"24,308","149,455","1,992,564","76,057",384.00,382.30,383.45,"638,393","1,571,008","2,955,659","1,452,181",87%,,,13%,Motherson Sumi Systems Ltd.,AUTO ANCILLARIES
312,6726,1421.10,1420.20,1461.80,4017,"5,842","4,354","6,414","5,069",1429.00,1419.70,1464.50,"262,867","79,093","111,116","92,942",100%,,,,Motilal Oswal Financial Services Ltd.,FINANCE - GENERAL
313,10.61 K,788.00,790.70,800.90,6222,"3,595","15,656","9,735","22,792",795.00,789.55,804.50,"118,355","298,055","171,076","304,810",100%,,,,MphasiS Ltd.,COMPUTERS - SOFTWARE
314,167,69150.05,69127.55,69553.45,190,236,519,718,479,69156.00,69156.00,69574.00,"1,862","7,121","9,004","6,663",63%,12%,63% buying,25%,MRF Ltd.,TYRES
315,2.59 L,128.90,126.30,128.05,2.64 L,"129,476","267,058","261,966","226,801",129.00,125.95,128.30,"825,886","1,674,661","1,467,146","1,515,483",78%,11%,78% buying,11%,Mangalore Refinery and Petrochemicals Ltd.,REFINERIES
316,2.22 L,26.50,25.90,26.00,2.23 L,"390,350","1,080,572","1,277,943","1,229,092",26.45,25.95,25.90,"1,279,946","3,548,918","5,401,257","3,727,078",86%,,,14%,Mahanagar Telephone Nigam Ltd.,TELECOMMUNICATIONS - SERVICE
317,76.39 K,434.00,434.25,431.70,80.59 K,"19,213","52,358","51,731","43,973",436.00,434.25,432.00,"372,146","699,754","653,026","609,439",63%,12%,63% buying,25%,Muthoot Finance Ltd.,FINANCE - INVESTMENTS
318,7.09 L,77.25,77.05,77.30,5.2 L,"426,235","809,184","760,063","1,029,780",77.45,77.00,77.40,"4,392,169","8,144,613","7,491,618","11,013,928",91%,,,9%,National Aluminium Company Ltd.,ALUMINIUM
319,9645,290.00,288.80,289.00,7845,"1,374","5,983","4,299","4,259",290.00,289.60,290.00,"12,664","76,893","96,130","89,813",100%,,,100%,Narayana Hrudayalaya Ltd.,HOSPITALS & MEDICAL SERVICES
320,8840,1016.00,1014.85,1004.70,8715,"14,168","24,830","27,535","19,346",1031.00,1022.40,1005.10,"241,470","339,393","349,089","253,300",100%,,,,Natco Pharma Ltd.,PHARMACEUTICALS
321,25.51 K,165.00,165.10,164.95,67.06 K,"39,340","165,434","157,136","194,600",168.00,164.70,164.95,"181,526","923,144","1,147,707","1,032,310",100%,,,,Nava Bharat Ventures Ltd.,DIVERSIFIED
322,8981,798.05,792.00,798.75,7105,"1,098","13,318","13,318","20,761",792.00,790.55,799.90,"5,523","26,451","45,321","29,119",100%,,,,Navin Fluorine International Ltd.,CHEMICALS
323,10.68 K,200.00,199.10,202.55,22.24 K,"44,787","111,281","181,441","83,058",201.60,199.80,202.95,"210,411","784,226","782,773","551,851",71%,,,29%,Navkar Corporation Ltd.,TRANSPORT & LOGISTICS
324,9290,155.00,157.15,155.30,8413,"1,977","10,167","8,275","7,161",158.00,156.80,155.25,"14,798","162,326","96,918","192,678",100%,,,100%,Navneet Education Ltd.,PRINTING & STATIONERY
325,1.68 L,238.00,240.10,240.05,1.67 L,"74,064","177,930","448,301","191,092",239.30,240.30,240.10,"638,076","1,319,224","1,606,291","1,072,534",89%,5%,89% buying,6%,NBCC (India) Ltd.,INFRASTRUCTURE - GENERAL
326,4.35 L,126.00,126.30,128.10,4.56 L,"294,363","618,242","596,072","562,669",126.20,126.70,128.25,"3,370,636","6,882,346","5,886,045","5,874,047",82%,9%,82% buying,9%,NCC Ltd.,CONSTRUCTION & CONTRACTING - CIVIL
327,1155,7692.20,7692.20,7671.00,1017,498,"2,554","2,343","3,279",7667.55,7680.65,7667.95,"20,149","36,945","33,268","34,728",100%,,,,Nestle India Ltd.,FOOD PROCESSING
328,1.39 L,54.55,54.55,55.15,1.37 L,"172,043","512,491","588,439","582,137",54.65,54.60,55.30,"684,552","2,960,832","2,850,270","3,588,808",50%,,,,Network 18 Media & Investments Ltd.,FINANCE - GENERAL
329,1.65 L,29.90,29.80,29.95,2.09 L,"228,390","657,758","844,140","772,155",29.80,29.85,30.00,"2,866,306","7,596,754","10,423,934","7,996,255",83%,14%,83% buying,3%,NHPC Ltd.,POWER - GENERATION & DISTRIBUTION
330,33.45 K,106.40,106.35,110.45,55.8 K,"204,006","271,476","204,605","198,688",107.00,106.55,110.35,"792,341","1,532,030","1,113,979","989,576",22%,56%,56% holding,22%,NIIT Ltd.,COMPUTERS - SOFTWARE - TRAINING
331,79.29 K,728.05,728.00,759.25,78.33 K,"70,436","43,637","24,276","39,996",730.00,728.05,758.95,"1,794,222","856,279","497,114","941,937",100%,,,,NIIT Technologies Ltd.,COMPUTERS - SOFTWARE
332,5546,1920.00,1932.25,1914.00,2862,"1,714","4,638","7,555","4,983",1910.35,1930.00,1914.00,"11,931","42,950","74,713","35,884",36%,9%,55% selling,55%,Nilkamal Ltd.,PLASTICS
333,33.48 K,104.70,104.70,106.50,88.91 K,"83,577","143,108","173,091","113,593",104.70,104.65,106.55,"338,074","802,063","1,069,541","857,040",83%,,,,NLC India Ltd.,POWER - GENERATION & DISTRIBUTION
334,3.48 L,148.80,146.20,143.75,3.9 L,"202,969","590,711","454,451","422,922",147.40,146.40,143.75,"1,839,466","7,806,768","5,452,156","4,576,917",79%,,,21%,NMDC Ltd.,MINING & MINERALS
335,2.18 L,172.50,172.35,172.10,2.44 L,"127,198","649,126","891,216","455,193",173.00,172.75,172.15,"2,307,543","6,276,946","7,153,823","5,885,875",85%,,,15%,NTPC Ltd.,POWER - GENERATION & DISTRIBUTION
336,13.74 K,505.35,505.25,507.00,7224,"4,617","81,797","41,534","19,427",510.85,507.00,508.00,"68,436","386,459","298,536","234,069",80%,,,20%,Oberoi Realty Ltd.,CONSTRUCTION & CONTRACTING - REAL ESTATE
337,5689,1400.00,1407.60,1384.80,3559,336,"1,076",908,992,1410.10,1398.40,1384.90,"1,909","15,754","16,346","13,064",100%,,,100%,OCL India Ltd.,CEMENT - MAJOR
338,1.28 L,375.00,374.25,372.65,1.43 L,"46,683","28,044","27,393","23,139",377.45,374.65,372.05,"538,999","500,834","488,190","380,697",75%,8%,75% buying,17%,Oil India Ltd.,OIL DRILLING AND EXPLORATION
339,1.45 L,228.00,228.30,226.50,58.28 K,"52,112","188,185","184,957","149,396",227.15,228.35,225.90,"136,555","553,640","549,863","411,717",,,,,Omaxe Ltd.,CONSTRUCTION & CONTRACTING - REAL ESTATE
340,2.84 L,199.00,193.60,200.30,4.86 L,"1,367,084","515,110","648,355","436,947",198.00,193.70,200.40,"18,281,356","6,000,238","7,105,088","5,575,790",79%,3%,79% buying,18%,Oil and Natural Gas Corporation Ltd.,OIL DRILLING AND EXPLORATION
341,9129,4099.00,4072.40,4147.40,8278,985,"2,274","2,236","1,387",4118.65,4094.05,4158.90,"18,830","28,289","31,913","15,638",100%,,,,Oracle Financial Services Software Ltd.,COMPUTERS - SOFTWARE
342,16.18 K,170.15,166.90,168.90,7580,"3,892","38,130","40,298","50,496",170.00,167.40,169.50,"65,889","189,262","227,324","254,117",100%,,,,Orient Cement Ltd.,CEMENT - MAJOR
343,3.03 L,121.30,122.70,121.45,3.27 L,"40,290","165,132","144,932","224,558",123.00,122.80,121.90,"777,210","1,956,243","1,829,338","2,358,258",67%,16%,67% buying,17%,Oriental Bank of Commerce,BANKS - PUBLIC SECTOR
344,1217,9400.00,9400.55,9312.35,537,73,237,"2,235",238,9381.05,9415.90,9280.00,"5,153","9,483","9,600","9,479",100%,,,,Procter and Gamble Hygiene and Health Care Ltd.,PERSONAL CARE
345,605,22024.95,22017.20,22123.05,341,122,640,"3,988",553,22149.90,22050.80,22078.00,"4,515","22,571","20,712","17,364",87%,,,13%,Page Industries Ltd.,TEXTILES - READYMADE APPARELS
346,80.58 K,274.00,274.90,286.00,14.34 K,"123,806","98,164","228,872","100,926",276.00,274.90,286.00,"545,730","453,814","1,159,816","411,156",79%,,,21%,Parag Milk Foods Ltd.,FOOD PROCESSING
347,81.07 K,594.95,586.45,583.50,96.31 K,"90,862","394,384","253,129","565,261",585.00,587.35,583.70,"1,538,886","4,837,232","3,712,473","5,602,206",73%,,,27%,PC Jeweller Ltd.,DIAMOND CUTTING & JEWELLERY & PRECIOUS METALS
348,11.43 K,770.00,768.60,799.90,10.45 K,"48,413","21,483","13,832","16,416",772.70,769.10,800.15,"580,734","288,458","190,557","186,522",86%,,,,Persistent Systems Ltd.,COMPUTERS - SOFTWARE
349,1.59 L,239.00,237.05,235.45,1.76 L,"63,848","164,913","934,380","223,342",237.50,237.05,235.45,"885,548","3,268,924","3,288,853","3,855,289",83%,,,17%,Petronet LNG Ltd.,OIL DRILLING AND EXPLORATION
350,7943,2124.95,2117.70,2140.80,4445,"2,451","2,498","2,258","3,375",2123.00,2123.00,2141.35,"18,463","37,549","29,453","51,532",67%,,,33%,Pfizer Ltd.,PHARMACEUTICALS
351,8076,611.60,603.70,615.80,6367,"3,634","5,060","4,811","4,530",600.00,606.80,619.80,"38,463","157,372","163,591","84,697",100%,,,,Phoenix Mills Ltd.,CONSTRUCTION & CONTRACTING - REAL ESTATE
352,9242,992.55,993.25,991.10,5626,"2,042","12,754","11,219","8,834",997.15,997.15,997.90,"42,092","154,064","124,915","173,480",20%,20%,60% selling,60%,PI Industries Ltd.,PESTICIDES & AGRO CHEMICALS
353,63.98 K,891.00,890.30,902.00,63.36 K,"9,821","37,370","250,474","23,937",891.05,890.35,902.10,"231,765","414,044","657,640","366,253",71%,11%,71% buying,18%,Pidilite Industries Ltd.,CHEMICALS
354,40.14 K,2781.05,2794.55,2817.05,22.09 K,"7,096","82,092","38,203","151,930",2815.00,2793.95,2824.60,"121,039","178,563","180,004","204,834",90%,,,10%,Piramal Enterprises Ltd.,PHARMACEUTICALS
355,2.98 L,175.60,176.45,175.75,3.56 L,"563,250","1,153,783","1,190,038","1,556,816",176.10,176.40,175.80,"8,750,327","14,614,898","16,298,579","19,753,033",70%,,,30%,Punjab National Bank,BANKS - PUBLIC SECTOR
356,10.33 K,1304.75,1303.35,1295.05,10.95 K,"3,650","15,214","11,614","20,365",1305.00,1304.15,1295.00,"69,793","159,261","133,648","169,770",67%,16%,67% buying,17%,PNB Housing Finance Ltd.,FINANCE - HOUSING
357,9261,191.45,191.40,191.70,6251,"5,597","138,047","68,616","21,239",191.10,191.00,192.00,"78,846","409,169","439,069","320,488",100%,,,,PNC Infratech Ltd.,CONSTRUCTION & CONTRACTING - REAL ESTATE
358,16.5 K,402.30,411.40,417.50,10.39 K,"13,635","33,883","42,400","46,572",406.20,411.75,418.45,"168,862","246,556","248,324","345,465",80%,,,20%,Polaris Consulting & Services Ltd.,COMPUTERS - SOFTWARE
359,3.92 L,121.30,120.35,119.75,4.09 L,"157,609","371,094","438,455","374,243",121.00,120.20,119.75,"1,780,283","4,064,898","5,045,223","4,260,272",68%,,,32%,Power Finance Corporation Ltd.,FINANCE - TERM LENDING INSTITUTIONS
360,2.23 L,197.00,196.00,195.05,2.61 L,"376,095","3,115,893","1,434,785","5,863,487",196.15,196.10,195.15,"3,622,445","6,664,069","6,221,186","7,747,439",86%,,,14%,Power Grid Corporation of India Ltd.,POWER - GENERATION & DISTRIBUTION
361,32.92 K,113.40,112.65,113.75,50.83 K,"110,696","476,811","477,596","268,308",113.60,112.90,113.80,"660,635","2,746,703","2,578,674","1,578,033",80%,15%,80% buying,5%,Praj Industries Ltd.,ENGINEERING - HEAVY
362,13.15 K,313.30,313.95,311.60,8941,"18,214","42,391","36,618","39,110",310.00,310.80,312.65,"242,721","506,104","436,156","353,207",67%,,,33%,Prestige Estates Projects Ltd.,CONSTRUCTION & CONTRACTING - REAL ESTATE
363,35.46 K,142.90,142.10,144.55,33.73 K,"107,753","775,420","379,063","992,818",142.00,141.90,144.00,"647,332","3,921,558","1,617,096","4,709,781",86%,,,14%,Prism Cement Ltd.,CEMENT - MAJOR
364,3.97 L,116.45,115.60,114.35,4.2 L,"49,495","172,617","183,861","204,507",115.55,115.90,114.30,"459,885","1,323,429","1,823,635","1,389,413",100%,,,,PTC India Ltd.,TRADING
365,1.46 L,37.40,36.75,36.65,2.21 L,"102,023","429,569","320,191","367,955",36.85,36.65,36.70,"582,072","2,036,755","1,627,824","1,808,766",77%,,,,PTC India Financial Services Ltd.,FINANCE - TERM LENDING INSTITUTIONS
366,24.12 K,1472.25,1466.85,1470.75,25.45 K,"4,744","23,459","19,393","23,278",1474.40,1469.05,1470.30,"54,754","209,292","208,088","157,026",80%,,,20%,PVR Ltd.,MEDIA & ENTERTAINMENT
367,34.97 K,367.00,364.65,385.45,53.84 K,"722,209","419,894","293,686","618,289",363.50,365.55,385.55,"5,581,085","2,668,998","2,064,928","4,002,650",76%,9%,76% buying,15%,Radico Khaitan Ltd.,BREWERIES & DISTILLERIES
